"ReplicateID","# tracers added (true)","# spores in the sample (true)","# counts","# spores counted","# tracers counted"
3,11958,157,129,0,129
4,11958,157,129,1,128
5,11958,157,129,1,128
1,11958,323,129,4,125
2,11958,323,129,2,127
3,11958,323,129,2,127
4,11958,323,129,2,127
5,11958,323,129,6,123
1,11958,665,129,4,125
2,11958,665,129,6,123
3,11958,665,129,5,124
4,11958,665,129,5,124
5,11958,665,129,3,126
1,11958,1369,129,16,113
2,11958,1369,129,13,116
3,11958,1369,129,17,112
4,11958,1369,129,7,122
5,11958,1369,129,13,116
1,11958,2819,129,18,111
2,11958,2819,129,33,96
3,11958,2819,129,21,108
4,11958,2819,129,33,96
5,11958,2819,129,30,99
1,11958,5806,129,43,86
2,11958,5806,129,40,89
3,11958,5806,129,46,83
4,11958,5806,129,40,89
5,11958,5806,129,47,82
1,11958,11958,129,63,66
2,11958,11958,129,63,66
3,11958,11958,129,65,64
4,11958,11958,129,50,79
5,11958,11958,129,63,66
1,14300,21,129,1,128
2,14300,21,129,0,129
3,14300,21,129,0,129
4,14300,21,129,0,129
5,14300,21,129,0,129
1,14300,44,129,0,129
2,14300,44,129,1,128
3,14300,44,129,0,129
4,14300,44,129,1,128
5,14300,44,129,0,129
1,14300,91,129,0,129
2,14300,91,129,2,127
3,14300,91,129,2,127
4,14300,91,129,2,127
5,14300,91,129,2,127
1,14300,187,129,1,128
2,14300,187,129,0,129
3,14300,187,129,3,126
4,14300,187,129,0,129
5,14300,187,129,1,128
1,14300,386,129,0,129
2,14300,386,129,3,126
3,14300,386,129,5,124
4,14300,386,129,1,128
5,14300,386,129,2,127
1,14300,795,129,6,123
2,14300,795,129,9,120
3,14300,795,129,4,125
4,14300,795,129,13,116
5,14300,795,129,9,120
1,14300,1637,129,12,117
2,14300,1637,129,13,116
3,14300,1637,129,15,114
4,14300,1637,129,13,116
5,14300,1637,129,17,112
1,14300,3371,129,21,108
2,14300,3371,129,25,104
3,14300,3371,129,22,107
4,14300,3371,129,29,100
5,14300,3371,129,27,102
1,14300,6943,129,44,85
2,14300,6943,129,40,89
3,14300,6943,129,47,82
4,14300,6943,129,36,93
5,14300,6943,129,46,83
1,14300,14300,129,62,67
2,14300,14300,129,69,60
3,14300,14300,129,63,66
4,14300,14300,129,72,57
5,14300,14300,129,63,66
1,17100,26,129,0,129
2,17100,26,129,0,129
3,17100,26,129,0,129
4,17100,26,129,0,129
5,17100,26,129,0,129
1,17100,53,129,0,129
2,17100,53,129,0,129
3,17100,53,129,3,126
4,17100,53,129,1,128
5,17100,53,129,1,128
1,17100,109,129,1,128
2,17100,109,129,3,126
3,17100,109,129,1,128
4,17100,109,129,0,129
5,17100,109,129,1,128
1,17100,224,129,0,129
2,17100,224,129,3,126
3,17100,224,129,2,127
4,17100,224,129,2,127
5,17100,224,129,1,128
1,17100,461,129,2,127
2,17100,461,129,5,124
3,17100,461,129,5,124
4,17100,461,129,3,126
5,17100,461,129,2,127
1,17100,950,129,10,119
2,17100,950,129,1,128
3,17100,950,129,6,123
4,17100,950,129,8,121
5,17100,950,129,9,120
1,17100,1957,129,10,119
2,17100,1957,129,22,107
3,17100,1957,129,9,120
4,17100,1957,129,16,113
5,17100,1957,129,12,117
1,17100,4031,129,27,102
2,17100,4031,129,30,99
3,17100,4031,129,26,103
4,17100,4031,129,31,98
5,17100,4031,129,30,99
1,17100,8303,129,40,89
2,17100,8303,129,42,87
3,17100,8303,129,39,90
4,17100,8303,129,34,95
5,17100,8303,129,49,80
1,17100,17100,129,60,69
2,17100,17100,129,63,66
3,17100,17100,129,73,56
4,17100,17100,129,78,51
5,17100,17100,129,59,70
1,20448,31,129,0,129
2,20448,31,129,1,128
3,20448,31,129,0,129
4,20448,31,129,0,129
5,20448,31,129,1,128
1,20448,63,129,1,128
2,20448,63,129,1,128
3,20448,63,129,0,129
4,20448,63,129,1,128
5,20448,63,129,0,129
1,20448,130,129,1,128
2,20448,130,129,0,129
3,20448,130,129,2,127
4,20448,130,129,2,127
5,20448,130,129,1,128
1,20448,268,129,3,126
2,20448,268,129,2,127
3,20448,268,129,1,128
4,20448,268,129,3,126
5,20448,268,129,0,129
1,20448,552,129,6,123
2,20448,552,129,6,123
3,20448,552,129,4,125
4,20448,552,129,2,127
5,20448,552,129,2,127
1,20448,1137,129,4,125
2,20448,1137,129,7,122
3,20448,1137,129,11,118
4,20448,1137,129,6,123
5,20448,1137,129,6,123
1,20448,2341,129,8,121
2,20448,2341,129,15,114
3,20448,2341,129,17,112
4,20448,2341,129,13,116
5,20448,2341,129,13,116
1,20448,4821,129,19,110
2,20448,4821,129,23,106
3,20448,4821,129,24,105
4,20448,4821,129,23,106
5,20448,4821,129,23,106
1,20448,9928,129,35,94
2,20448,9928,129,29,100
3,20448,9928,129,45,84
4,20448,9928,129,48,81
5,20448,9928,129,42,87
1,20448,20448,129,65,64
2,20448,20448,129,66,63
3,20448,20448,129,60,69
4,20448,20448,129,55,74
5,20448,20448,129,59,70
1,24452,37,129,0,129
2,24452,37,129,0,129
3,24452,37,129,0,129
4,24452,37,129,0,129
5,24452,37,129,1,128
1,24452,76,129,0,129
2,24452,76,129,0,129
3,24452,76,129,1,128
4,24452,76,129,1,128
5,24452,76,129,0,129
1,24452,156,129,2,127
2,24452,156,129,0,129
3,24452,156,129,0,129
4,24452,156,129,1,128
5,24452,156,129,0,129
1,24452,320,129,0,129
2,24452,320,129,2,127
3,24452,320,129,0,129
4,24452,320,129,2,127
5,24452,320,129,3,126
1,24452,660,129,4,125
2,24452,660,129,4,125
3,24452,660,129,1,128
4,24452,660,129,2,127
5,24452,660,129,4,125
1,24452,1359,129,10,119
2,24452,1359,129,8,121
3,24452,1359,129,7,122
4,24452,1359,129,8,121
5,24452,1359,129,1,128
1,24452,2799,129,18,111
2,24452,2799,129,17,112
3,24452,2799,129,14,115
4,24452,2799,129,14,115
5,24452,2799,129,14,115
1,24452,5765,129,26,103
2,24452,5765,129,26,103
3,24452,5765,129,25,104
4,24452,5765,129,22,107
5,24452,5765,129,22,107
1,24452,11873,129,44,85
2,24452,11873,129,49,80
3,24452,11873,129,36,93
4,24452,11873,129,37,92
5,24452,11873,129,45,84
1,24452,24452,129,67,62
2,24452,24452,129,70,59
3,24452,24452,129,65,64
4,24452,24452,129,64,65
5,24452,24452,129,73,56
1,29240,44,129,0,129
2,29240,44,129,0,129
3,29240,44,129,1,128
4,29240,44,129,1,128
5,29240,44,129,0,129
1,29240,90,129,1,128
2,29240,90,129,0,129
3,29240,90,129,0,129
4,29240,90,129,0,129
5,29240,90,129,0,129
1,29240,186,129,0,129
2,29240,186,129,2,127
3,29240,186,129,2,127
4,29240,186,129,1,128
5,29240,186,129,0,129
1,29240,383,129,1,128
2,29240,383,129,0,129
3,29240,383,129,1,128
4,29240,383,129,1,128
5,29240,383,129,0,129
1,29240,789,129,5,124
2,29240,789,129,2,127
3,29240,789,129,5,124
4,29240,789,129,4,125
5,29240,789,129,6,123
1,29240,1625,129,2,127
2,29240,1625,129,6,123
3,29240,1625,129,4,125
4,29240,1625,129,6,123
5,29240,1625,129,12,117
1,29240,3347,129,16,113
2,29240,3347,129,12,117
3,29240,3347,129,9,120
4,29240,3347,129,14,115
5,29240,3347,129,14,115
1,29240,6894,129,33,96
2,29240,6894,129,18,111
3,29240,6894,129,27,102
4,29240,6894,129,28,101
5,29240,6894,129,25,104
1,29240,14197,129,34,95
2,29240,14197,129,32,97
3,29240,14197,129,39,90
4,29240,14197,129,38,91
5,29240,14197,129,38,91
1,29240,29240,129,77,52
2,29240,29240,129,62,67
3,29240,29240,129,64,65
4,29240,29240,129,62,67
5,29240,29240,129,66,63
1,34966,52,129,1,128
2,34966,52,129,0,129
3,34966,52,129,1,128
4,34966,52,129,0,129
5,34966,52,129,0,129
1,34966,108,129,1,128
2,34966,108,129,0,129
3,34966,108,129,0,129
4,34966,108,129,0,129
5,34966,108,129,1,128
1,34966,222,129,0,129
2,34966,222,129,1,128
3,34966,222,129,2,127
4,34966,222,129,0,129
5,34966,222,129,0,129
1,34966,458,129,3,126
2,34966,458,129,2,127
3,34966,458,129,1,128
4,34966,458,129,3,126
5,34966,458,129,0,129
1,34966,944,129,1,128
2,34966,944,129,4,125
3,34966,944,129,0,129
4,34966,944,129,4,125
5,34966,944,129,8,121
1,34966,1943,129,7,122
2,34966,1943,129,7,122
3,34966,1943,129,5,124
4,34966,1943,129,4,125
5,34966,1943,129,6,123
1,34966,4003,129,11,118
2,34966,4003,129,13,116
3,34966,4003,129,9,120
4,34966,4003,129,13,116
5,34966,4003,129,10,119
1,34966,8243,129,29,100
2,34966,8243,129,23,106
3,34966,8243,129,16,113
4,34966,8243,129,31,98
5,34966,8243,129,36,93
1,34966,16978,129,43,86
2,34966,16978,129,41,88
3,34966,16978,129,48,81
4,34966,16978,129,48,81
5,34966,16978,129,38,91
1,34966,34966,129,74,55
2,34966,34966,129,63,66
3,34966,34966,129,63,66
4,34966,34966,129,62,67
5,34966,34966,129,59,70
1,41813,63,129,0,129
2,41813,63,129,0,129
3,41813,63,129,0,129
4,41813,63,129,0,129
5,41813,63,129,1,128
1,41813,129,129,0,129
2,41813,129,129,2,127
3,41813,129,129,0,129
4,41813,129,129,0,129
5,41813,129,129,0,129
1,41813,266,129,0,129
2,41813,266,129,1,128
3,41813,266,129,1,128
4,41813,266,129,4,125
5,41813,266,129,1,128
1,41813,548,129,0,129
2,41813,548,129,0,129
3,41813,548,129,0,129
4,41813,548,129,1,128
5,41813,548,129,4,125
1,41813,1128,129,2,127
2,41813,1128,129,4,125
3,41813,1128,129,4,125
4,41813,1128,129,4,125
5,41813,1128,129,5,124
1,41813,2324,129,6,123
2,41813,2324,129,6,123
3,41813,2324,129,6,123
4,41813,2324,129,4,125
5,41813,2324,129,6,123
1,41813,4786,129,12,117
2,41813,4786,129,17,112
3,41813,4786,129,15,114
4,41813,4786,129,12,117
5,41813,4786,129,15,114
1,41813,9858,129,19,110
2,41813,9858,129,32,97
3,41813,9858,129,34,95
4,41813,9858,129,22,107
5,41813,9858,129,22,107
1,41813,20302,129,39,90
2,41813,20302,129,43,86
3,41813,20302,129,32,97
4,41813,20302,129,45,84
5,41813,20302,129,37,92
1,41813,41813,129,63,66
2,41813,41813,129,55,74
3,41813,41813,129,67,62
4,41813,41813,129,71,58
5,41813,41813,129,64,65
1,50000,75,129,0,129
2,50000,75,129,0,129
3,50000,75,129,0,129
4,50000,75,129,1,128
5,50000,75,129,0,129
1,50000,154,129,2,127
2,50000,154,129,0,129
3,50000,154,129,0,129
4,50000,154,129,0,129
5,50000,154,129,0,129
1,50000,318,129,4,125
2,50000,318,129,0,129
3,50000,318,129,0,129
4,50000,318,129,0,129
5,50000,318,129,1,128
1,50000,655,129,1,128
2,50000,655,129,2,127
3,50000,655,129,3,126
4,50000,655,129,1,128
5,50000,655,129,1,128
1,50000,1349,129,3,126
2,50000,1349,129,1,128
3,50000,1349,129,5,124
4,50000,1349,129,2,127
5,50000,1349,129,3,126
1,50000,2779,129,5,124
2,50000,2779,129,6,123
3,50000,2779,129,5,124
4,50000,2779,129,6,123
5,50000,2779,129,4,125
1,50000,5724,129,11,118
2,50000,5724,129,18,111
3,50000,5724,129,16,113
4,50000,5724,129,10,119
5,50000,5724,129,13,116
1,50000,11788,129,17,112
2,50000,11788,129,22,107
3,50000,11788,129,19,110
4,50000,11788,129,30,99
5,50000,11788,129,22,107
1,50000,24277,129,33,96
2,50000,24277,129,49,80
3,50000,24277,129,47,82
4,50000,24277,129,48,81
5,50000,24277,129,43,86
1,50000,50000,129,71,58
2,50000,50000,129,71,58
3,50000,50000,129,65,64
4,50000,50000,129,65,64
5,50000,50000,129,69,60
1,10000,15,194,0,194
2,10000,15,194,0,194
3,10000,15,194,0,194
4,10000,15,194,0,194
5,10000,15,194,0,194
1,10000,31,194,0,194
2,10000,31,194,0,194
3,10000,31,194,0,194
4,10000,31,194,0,194
5,10000,31,194,0,194
1,10000,64,194,3,191
2,10000,64,194,1,193
3,10000,64,194,2,192
4,10000,64,194,0,194
5,10000,64,194,0,194
1,10000,131,194,1,193
2,10000,131,194,3,191
3,10000,131,194,2,192
4,10000,131,194,1,193
5,10000,131,194,4,190
1,10000,270,194,7,187
2,10000,270,194,3,191
3,10000,270,194,5,189
4,10000,270,194,4,190
5,10000,270,194,4,190
1,10000,556,194,9,185
2,10000,556,194,7,187
3,10000,556,194,11,183
4,10000,556,194,9,185
5,10000,556,194,11,183
1,10000,1145,194,25,169
2,10000,1145,194,14,180
3,10000,1145,194,24,170
4,10000,1145,194,19,175
5,10000,1145,194,15,179
1,10000,2358,194,32,162
2,10000,2358,194,36,158
3,10000,2358,194,33,161
4,10000,2358,194,44,150
5,10000,2358,194,37,157
1,10000,4855,194,60,134
2,10000,4855,194,65,129
3,10000,4855,194,56,138
4,10000,4855,194,76,118
5,10000,4855,194,77,117
1,10000,10000,194,94,100
2,10000,10000,194,82,112
3,10000,10000,194,94,100
4,10000,10000,194,105,89
5,10000,10000,194,88,106
1,11958,18,194,0,194
2,11958,18,194,0,194
3,11958,18,194,0,194
4,11958,18,194,0,194
5,11958,18,194,1,193
1,11958,37,194,0,194
2,11958,37,194,0,194
3,11958,37,194,0,194
4,11958,37,194,0,194
5,11958,37,194,1,193
1,11958,76,194,2,192
2,11958,76,194,2,192
3,11958,76,194,0,194
4,11958,76,194,5,189
5,11958,76,194,3,191
1,11958,157,194,4,190
2,11958,157,194,1,193
3,11958,157,194,3,191
4,11958,157,194,2,192
5,11958,157,194,1,193
1,11958,323,194,7,187
2,11958,323,194,3,191
3,11958,323,194,7,187
4,11958,323,194,4,190
5,11958,323,194,6,188
1,11958,665,194,13,181
2,11958,665,194,7,187
3,11958,665,194,10,184
4,11958,665,194,6,188
5,11958,665,194,10,184
1,11958,1369,194,17,177
2,11958,1369,194,22,172
3,11958,1369,194,19,175
4,11958,1369,194,29,165
5,11958,1369,194,30,164
1,11958,2819,194,33,161
2,11958,2819,194,35,159
3,11958,2819,194,32,162
4,11958,2819,194,25,169
5,11958,2819,194,41,153
1,11958,5806,194,70,124
2,11958,5806,194,61,133
3,11958,5806,194,62,132
4,11958,5806,194,63,131
5,11958,5806,194,62,132
1,11958,11958,194,107,87
2,11958,11958,194,99,95
3,11958,11958,194,107,87
4,11958,11958,194,96,98
5,11958,11958,194,92,102
1,14300,21,194,0,194
2,14300,21,194,1,193
3,14300,21,194,0,194
4,14300,21,194,1,193
5,14300,21,194,1,193
1,14300,44,194,1,193
2,14300,44,194,1,193
3,14300,44,194,0,194
4,14300,44,194,1,193
5,14300,44,194,0,194
1,14300,91,194,0,194
2,14300,91,194,2,192
3,14300,91,194,0,194
4,14300,91,194,0,194
5,14300,91,194,2,192
1,14300,187,194,3,191
2,14300,187,194,4,190
3,14300,187,194,1,193
4,14300,187,194,2,192
5,14300,187,194,2,192
1,14300,386,194,5,189
2,14300,386,194,8,186
3,14300,386,194,6,188
4,14300,386,194,3,191
5,14300,386,194,6,188
1,14300,795,194,10,184
2,14300,795,194,12,182
3,14300,795,194,15,179
4,14300,795,194,16,178
5,14300,795,194,12,182
1,14300,1637,194,23,171
2,14300,1637,194,20,174
3,14300,1637,194,22,172
4,14300,1637,194,12,182
5,14300,1637,194,25,169
1,14300,3371,194,37,157
2,14300,3371,194,32,162
3,14300,3371,194,45,149
4,14300,3371,194,34,160
5,14300,3371,194,36,158
1,14300,6943,194,55,139
2,14300,6943,194,74,120
3,14300,6943,194,72,122
4,14300,6943,194,65,129
5,14300,6943,194,56,138
1,14300,14300,194,92,102
2,14300,14300,194,102,92
3,14300,14300,194,99,95
4,14300,14300,194,80,114
5,14300,14300,194,101,93
1,17100,26,194,0,194
2,17100,26,194,1,193
3,17100,26,194,0,194
4,17100,26,194,1,193
5,17100,26,194,1,193
1,17100,53,194,0,194
2,17100,53,194,3,191
3,17100,53,194,0,194
4,17100,53,194,0,194
5,17100,53,194,0,194
1,17100,109,194,0,194
2,17100,109,194,2,192
3,17100,109,194,1,193
4,17100,109,194,1,193
5,17100,109,194,1,193
1,17100,224,194,5,189
2,17100,224,194,4,190
3,17100,224,194,2,192
4,17100,224,194,4,190
5,17100,224,194,5,189
1,17100,461,194,9,185
2,17100,461,194,4,190
3,17100,461,194,4,190
4,17100,461,194,7,187
5,17100,461,194,4,190
1,17100,950,194,13,181
2,17100,950,194,11,183
3,17100,950,194,5,189
4,17100,950,194,13,181
5,17100,950,194,10,184
1,17100,1957,194,15,179
2,17100,1957,194,19,175
3,17100,1957,194,20,174
4,17100,1957,194,28,166
5,17100,1957,194,18,176
1,17100,4031,194,34,160
2,17100,4031,194,35,159
3,17100,4031,194,36,158
4,17100,4031,194,29,165
5,17100,4031,194,26,168
1,17100,8303,194,65,129
2,17100,8303,194,70,124
3,17100,8303,194,65,129
4,17100,8303,194,63,131
5,17100,8303,194,61,133
1,17100,17100,194,105,89
2,17100,17100,194,104,90
3,17100,17100,194,94,100
4,17100,17100,194,92,102
5,17100,17100,194,101,93
1,20448,31,194,0,194
2,20448,31,194,0,194
3,20448,31,194,0,194
4,20448,31,194,1,193
5,20448,31,194,0,194
1,20448,63,194,1,193
2,20448,63,194,3,191
3,20448,63,194,1,193
4,20448,63,194,2,192
5,20448,63,194,0,194
1,20448,130,194,2,192
2,20448,130,194,0,194
3,20448,130,194,3,191
4,20448,130,194,0,194
5,20448,130,194,2,192
1,20448,268,194,4,190
2,20448,268,194,2,192
3,20448,268,194,1,193
4,20448,268,194,5,189
5,20448,268,194,3,191
1,20448,552,194,3,191
2,20448,552,194,3,191
3,20448,552,194,3,191
4,20448,552,194,8,186
5,20448,552,194,5,189
1,20448,1137,194,10,184
2,20448,1137,194,13,181
3,20448,1137,194,22,172
4,20448,1137,194,5,189
5,20448,1137,194,14,180
1,20448,2341,194,15,179
2,20448,2341,194,21,173
3,20448,2341,194,19,175
4,20448,2341,194,8,186
5,20448,2341,194,23,171
1,20448,4821,194,43,151
2,20448,4821,194,38,156
3,20448,4821,194,31,163
4,20448,4821,194,32,162
5,20448,4821,194,42,152
1,20448,9928,194,74,120
2,20448,9928,194,66,128
3,20448,9928,194,61,133
4,20448,9928,194,67,127
5,20448,9928,194,65,129
1,20448,20448,194,103,91
2,20448,20448,194,102,92
3,20448,20448,194,103,91
4,20448,20448,194,80,114
5,20448,20448,194,111,83
1,24452,37,194,1,193
2,24452,37,194,1,193
3,24452,37,194,0,194
4,24452,37,194,0,194
5,24452,37,194,0,194
1,24452,76,194,0,194
2,24452,76,194,1,193
3,24452,76,194,1,193
4,24452,76,194,3,191
5,24452,76,194,1,193
1,24452,156,194,0,194
2,24452,156,194,2,192
3,24452,156,194,1,193
4,24452,156,194,2,192
5,24452,156,194,0,194
1,24452,320,194,1,193
2,24452,320,194,2,192
3,24452,320,194,3,191
4,24452,320,194,3,191
5,24452,320,194,2,192
1,24452,660,194,6,188
2,24452,660,194,7,187
3,24452,660,194,3,191
4,24452,660,194,7,187
5,24452,660,194,8,186
1,24452,1359,194,14,180
2,24452,1359,194,6,188
3,24452,1359,194,10,184
4,24452,1359,194,12,182
5,24452,1359,194,13,181
1,24452,2799,194,20,174
2,24452,2799,194,20,174
3,24452,2799,194,20,174
4,24452,2799,194,16,178
5,24452,2799,194,13,181
1,24452,5765,194,40,154
2,24452,5765,194,36,158
3,24452,5765,194,34,160
4,24452,5765,194,30,164
5,24452,5765,194,31,163
1,24452,11873,194,64,130
2,24452,11873,194,67,127
3,24452,11873,194,62,132
4,24452,11873,194,51,143
5,24452,11873,194,65,129
1,24452,24452,194,103,91
2,24452,24452,194,96,98
3,24452,24452,194,108,86
4,24452,24452,194,86,108
5,24452,24452,194,100,94
1,29240,44,194,0,194
2,29240,44,194,1,193
3,29240,44,194,1,193
4,29240,44,194,0,194
5,29240,44,194,0,194
1,29240,90,194,2,192
2,29240,90,194,2,192
3,29240,90,194,1,193
4,29240,90,194,2,192
5,29240,90,194,0,194
1,29240,186,194,4,190
2,29240,186,194,2,192
3,29240,186,194,1,193
4,29240,186,194,0,194
5,29240,186,194,1,193
1,29240,383,194,5,189
2,29240,383,194,5,189
3,29240,383,194,0,194
4,29240,383,194,4,190
5,29240,383,194,2,192
1,29240,789,194,3,191
2,29240,789,194,5,189
3,29240,789,194,6,188
4,29240,789,194,5,189
5,29240,789,194,5,189
1,29240,1625,194,7,187
2,29240,1625,194,10,184
3,29240,1625,194,8,186
4,29240,1625,194,9,185
5,29240,1625,194,7,187
1,29240,3347,194,15,179
2,29240,3347,194,21,173
3,29240,3347,194,15,179
4,29240,3347,194,23,171
5,29240,3347,194,14,180
1,29240,6894,194,37,157
2,29240,6894,194,39,155
3,29240,6894,194,40,154
4,29240,6894,194,32,162
5,29240,6894,194,35,159
1,29240,14197,194,66,128
2,29240,14197,194,58,136
3,29240,14197,194,66,128
4,29240,14197,194,65,129
5,29240,14197,194,63,131
1,29240,29240,194,96,98
2,29240,29240,194,87,107
3,29240,29240,194,83,111
4,29240,29240,194,93,101
5,29240,29240,194,90,104
1,34966,52,194,0,194
2,34966,52,194,0,194
3,34966,52,194,0,194
4,34966,52,194,0,194
5,34966,52,194,0,194
1,34966,108,194,1,193
2,34966,108,194,1,193
3,34966,108,194,0,194
4,34966,108,194,1,193
5,34966,108,194,1,193
1,34966,222,194,1,193
2,34966,222,194,0,194
3,34966,222,194,2,192
4,34966,222,194,1,193
5,34966,222,194,3,191
1,34966,458,194,5,189
2,34966,458,194,1,193
3,34966,458,194,6,188
4,34966,458,194,1,193
5,34966,458,194,3,191
1,34966,944,194,5,189
2,34966,944,194,4,190
3,34966,944,194,4,190
4,34966,944,194,9,185
5,34966,944,194,4,190
1,34966,1943,194,13,181
2,34966,1943,194,6,188
3,34966,1943,194,9,185
4,34966,1943,194,11,183
5,34966,1943,194,6,188
1,34966,4003,194,21,173
2,34966,4003,194,15,179
3,34966,4003,194,20,174
4,34966,4003,194,26,168
5,34966,4003,194,14,180
1,34966,8243,194,43,151
2,34966,8243,194,36,158
3,34966,8243,194,24,170
4,34966,8243,194,36,158
5,34966,8243,194,43,151
1,34966,16978,194,72,122
2,34966,16978,194,66,128
3,34966,16978,194,57,137
4,34966,16978,194,64,130
5,34966,16978,194,73,121
1,34966,34966,194,90,104
2,34966,34966,194,101,93
3,34966,34966,194,87,107
4,34966,34966,194,95,99
5,34966,34966,194,92,102
1,41813,63,194,1,193
2,41813,63,194,0,194
3,41813,63,194,1,193
4,41813,63,194,0,194
5,41813,63,194,0,194
1,41813,129,194,1,193
2,41813,129,194,0,194
3,41813,129,194,0,194
4,41813,129,194,0,194
5,41813,129,194,0,194
1,41813,266,194,1,193
2,41813,266,194,1,193
3,41813,266,194,0,194
4,41813,266,194,1,193
5,41813,266,194,2,192
1,41813,548,194,1,193
2,41813,548,194,4,190
3,41813,548,194,4,190
4,41813,548,194,2,192
5,41813,548,194,3,191
1,41813,1128,194,4,190
2,41813,1128,194,4,190
3,41813,1128,194,8,186
4,41813,1128,194,7,187
5,41813,1128,194,3,191
1,41813,2324,194,15,179
2,41813,2324,194,9,185
3,41813,2324,194,11,183
4,41813,2324,194,14,180
5,41813,2324,194,9,185
1,41813,4786,194,16,178
2,41813,4786,194,19,175
3,41813,4786,194,25,169
4,41813,4786,194,22,172
5,41813,4786,194,24,170
1,41813,9858,194,35,159
2,41813,9858,194,33,161
3,41813,9858,194,33,161
4,41813,9858,194,50,144
5,41813,9858,194,38,156
1,41813,20302,194,67,127
2,41813,20302,194,59,135
3,41813,20302,194,65,129
4,41813,20302,194,60,134
5,41813,20302,194,76,118
1,41813,41813,194,103,91
2,41813,41813,194,99,95
3,41813,41813,194,95,99
4,41813,41813,194,113,81
5,41813,41813,194,107,87
1,50000,75,194,0,194
2,50000,75,194,0,194
3,50000,75,194,0,194
4,50000,75,194,1,193
5,50000,75,194,1,193
1,50000,154,194,0,194
2,50000,154,194,1,193
3,50000,154,194,0,194
4,50000,154,194,1,193
5,50000,154,194,3,191
1,50000,318,194,1,193
2,50000,318,194,2,192
3,50000,318,194,1,193
4,50000,318,194,0,194
5,50000,318,194,0,194
1,50000,655,194,2,192
2,50000,655,194,0,194
3,50000,655,194,2,192
4,50000,655,194,3,191
5,50000,655,194,7,187
1,50000,1349,194,5,189
2,50000,1349,194,7,187
3,50000,1349,194,4,190
4,50000,1349,194,10,184
5,50000,1349,194,3,191
1,50000,2779,194,10,184
2,50000,2779,194,12,182
3,50000,2779,194,8,186
4,50000,2779,194,10,184
5,50000,2779,194,5,189
1,50000,5724,194,14,180
2,50000,5724,194,16,178
3,50000,5724,194,15,179
4,50000,5724,194,17,177
5,50000,5724,194,12,182
1,50000,11788,194,33,161
2,50000,11788,194,34,160
3,50000,11788,194,50,144
4,50000,11788,194,42,152
5,50000,11788,194,37,157
1,50000,24277,194,55,139
2,50000,24277,194,69,125
3,50000,24277,194,49,145
4,50000,24277,194,52,142
5,50000,24277,194,67,127
1,50000,50000,194,98,96
2,50000,50000,194,101,93
3,50000,50000,194,100,94
4,50000,50000,194,103,91
5,50000,50000,194,88,106
1,10000,15,292,0,292
2,10000,15,292,0,292
3,10000,15,292,1,291
4,10000,15,292,0,292
5,10000,15,292,2,290
1,10000,31,292,1,291
2,10000,31,292,1,291
3,10000,31,292,1,291
4,10000,31,292,2,290
5,10000,31,292,0,292
1,10000,64,292,3,289
2,10000,64,292,1,291
3,10000,64,292,3,289
4,10000,64,292,3,289
5,10000,64,292,2,290
1,10000,131,292,2,290
2,10000,131,292,2,290
3,10000,131,292,3,289
4,10000,131,292,1,291
5,10000,131,292,1,291
1,10000,270,292,7,285
2,10000,270,292,6,286
3,10000,270,292,9,283
4,10000,270,292,8,284
5,10000,270,292,9,283
1,10000,556,292,13,279
2,10000,556,292,9,283
3,10000,556,292,19,273
4,10000,556,292,8,284
5,10000,556,292,10,282
1,10000,1145,292,37,255
2,10000,1145,292,30,262
3,10000,1145,292,40,252
4,10000,1145,292,19,273
5,10000,1145,292,24,268
1,10000,2358,292,55,237
2,10000,2358,292,63,229
3,10000,2358,292,58,234
4,10000,2358,292,63,229
5,10000,2358,292,51,241
1,10000,4855,292,101,191
2,10000,4855,292,105,187
3,10000,4855,292,104,188
4,10000,4855,292,96,196
5,10000,4855,292,85,207
1,10000,10000,292,143,149
2,10000,10000,292,143,149
3,10000,10000,292,161,131
4,10000,10000,292,140,152
5,10000,10000,292,143,149
1,11958,18,292,2,290
2,11958,18,292,0,292
3,11958,18,292,1,291
4,11958,18,292,0,292
5,11958,18,292,2,290
1,11958,37,292,0,292
2,11958,37,292,0,292
3,11958,37,292,1,291
4,11958,37,292,2,290
5,11958,37,292,4,288
1,11958,76,292,1,291
2,11958,76,292,1,291
3,11958,76,292,4,288
4,11958,76,292,3,289
5,11958,76,292,2,290
1,11958,157,292,5,287
2,11958,157,292,4,288
3,11958,157,292,3,289
4,11958,157,292,7,285
5,11958,157,292,6,286
1,11958,323,292,7,285
2,11958,323,292,5,287
3,11958,323,292,11,281
4,11958,323,292,5,287
5,11958,323,292,8,284
1,11958,665,292,14,278
2,11958,665,292,13,279
3,11958,665,292,19,273
4,11958,665,292,19,273
5,11958,665,292,19,273
1,11958,1369,292,33,259
2,11958,1369,292,29,263
3,11958,1369,292,30,262
4,11958,1369,292,40,252
5,11958,1369,292,34,258
1,11958,2819,292,51,241
2,11958,2819,292,52,240
3,11958,2819,292,60,232
4,11958,2819,292,45,247
5,11958,2819,292,56,236
1,11958,5806,292,81,211
2,11958,5806,292,78,214
3,11958,5806,292,94,198
4,11958,5806,292,109,183
5,11958,5806,292,87,205
1,11958,11958,292,148,144
2,11958,11958,292,162,130
3,11958,11958,292,140,152
4,11958,11958,292,145,147
5,11958,11958,292,147,145
1,14300,21,292,0,292
